   #t           x              T              E              p              E_d            a            T+E   
  0.0        -2.0000     5.6250e-02    -9.5928e-03     0.0000e+00     6.4867e-04    -3.2433e-07     4.6657e-02
  1.0        -1.9925     5.6245e-02    -9.5879e-03    -4.4487e-08     6.5634e-04    -3.2817e-07     4.6657e-02
  2.0        -1.9850     5.6240e-02    -9.5830e-03    -9.2059e-08     6.6409e-04    -3.3204e-07     4.6657e-02
  3.0        -1.9775     5.6235e-02    -9.5780e-03    -1.4285e-07     6.7192e-04    -3.3596e-07     4.6657e-02
  4.0        -1.9700     5.6230e-02    -9.5729e-03    -1.9699e-07     6.7984e-04    -3.3992e-07     4.6657e-02
  5.0        -1.9625     5.6225e-02    -9.5678e-03    -2.5462e-07     6.8785e-04    -3.4392e-07     4.6657e-02
  6.0        -1.9550     5.6220e-02    -9.5626e-03    -3.1587e-07     6.9594e-04    -3.4797e-07     4.6657e-02
  7.0        -1.9475     5.6215e-02    -9.5573e-03    -3.8091e-07     7.0411e-04    -3.5206e-07     4.6657e-02
  8.0        -1.9400     5.6209e-02    -9.5520e-03    -4.4987e-07     7.1238e-04    -3.5619e-07     4.6657e-02
  9.0        -1.9325     5.6204e-02    -9.5466e-03    -5.2290e-07     7.2073e-04    -3.6037e-07     4.6657e-02
 10.0        -1.9250     5.6198e-02    -9.5412e-03    -6.0016e-07     7.2917e-04    -3.6459e-07     4.6657e-02
 11.0        -1.9175     5.6193e-02    -9.5357e-03    -6.8182e-07     7.3770e-04    -3.6885e-07     4.6657e-02
 12.0        -1.9100     5.6187e-02    -9.5302e-03    -7.6803e-07     7.4632e-04    -3.7316e-07     4.6657e-02
 13.0        -1.9025     5.6182e-02    -9.5245e-03    -8.5896e-07     7.5502e-04    -3.7751e-07     4.6657e-02
 14.0        -1.8950     5.6176e-02    -9.5188e-03    -9.5478e-07     7.6382e-04    -3.8191e-07     4.6657e-02
 15.0        -1.8875     5.6170e-02    -9.5131e-03    -1.0557e-06     7.7271e-04    -3.8635e-07     4.6657e-02
 16.0        -1.8800     5.6164e-02    -9.5073e-03    -1.1618e-06     7.8168e-04    -3.9084e-07     4.6657e-02
 17.0        -1.8726     5.6159e-02    -9.5014e-03    -1.2734e-06     7.9075e-04    -3.9538e-07     4.6657e-02
 18.0        -1.8651     5.6153e-02    -9.4954e-03    -1.3905e-06     7.9991e-04    -3.9996e-07     4.6657e-02
 19.0        -1.8576     5.6147e-02    -9.4894e-03    -1.5135e-06     8.0916e-04    -4.0458e-07     4.6657e-02
 20.0        -1.8501     5.6140e-02    -9.4833e-03    -1.6424e-06     8.1851e-04    -4.0925e-07     4.6657e-02
 21.0        -1.8426     5.6134e-02    -9.4771e-03    -1.7775e-06     8.2794e-04    -4.1397e-07     4.6657e-02
 22.0        -1.8351     5.6128e-02    -9.4709e-03    -1.9190e-06     8.3747e-04    -4.1874e-07     4.6657e-02
 23.0        -1.8276     5.6122e-02    -9.4646e-03    -2.0671e-06     8.4709e-04    -4.2355e-07     4.6657e-02
 24.0        -1.8201     5.6115e-02    -9.4582e-03    -2.2219e-06     8.5681e-04    -4.2840e-07     4.6657e-02
 25.0        -1.8126     5.6109e-02    -9.4517e-03    -2.3838e-06     8.6661e-04    -4.3331e-07     4.6657e-02
 26.0        -1.8051     5.6102e-02    -9.4452e-03    -2.5528e-06     8.7652e-04    -4.3826e-07     4.6657e-02
 27.0        -1.7976     5.6096e-02    -9.4386e-03    -2.7293e-06     8.8651e-04    -4.4326e-07     4.6657e-02
 28.0        -1.7901     5.6089e-02    -9.4319e-03    -2.9134e-06     8.9660e-04    -4.4830e-07     4.6657e-02
 29.0        -1.7827     5.6082e-02    -9.4252e-03    -3.1053e-06     9.0678e-04    -4.5339e-07     4.6657e-02
 30.0        -1.7752     5.6076e-02    -9.4183e-03    -3.3054e-06     9.1706e-04    -4.5853e-07     4.6657e-02
 31.0        -1.7677     5.6069e-02    -9.4114e-03    -3.5137e-06     9.2743e-04    -4.6372e-07     4.6657e-02
 32.0        -1.7602     5.6062e-02    -9.4044e-03    -3.7305e-06     9.3789e-04    -4.6895e-07     4.6657e-02
 33.0        -1.7527     5.6055e-02    -9.3974e-03    -3.9561e-06     9.4845e-04    -4.7423e-07     4.6657e-02
 34.0        -1.7452     5.6047e-02    -9.3902e-03    -4.1906e-06     9.5911e-04    -4.7955e-07     4.6657e-02
 35.0        -1.7377     5.6040e-02    -9.3830e-03    -4.4344e-06     9.6985e-04    -4.8493e-07     4.6657e-02
 36.0        -1.7302     5.6033e-02    -9.3757e-03    -4.6876e-06     9.8069e-04    -4.9035e-07     4.6657e-02
 37.0        -1.7228     5.6026e-02    -9.3683e-03    -4.9505e-06     9.9162e-04    -4.9581e-07     4.6657e-02
 38.0        -1.7153     5.6018e-02    -9.3609e-03    -5.2233e-06     1.0026e-03    -5.0132e-07     4.6657e-02
 39.0        -1.7078     5.6011e-02    -9.3533e-03    -5.5063e-06     1.0138e-03    -5.0688e-07     4.6657e-02
 40.0        -1.7003     5.6003e-02    -9.3457e-03    -5.7997e-06     1.0250e-03    -5.1249e-07     4.6657e-02
 41.0        -1.6928     5.5995e-02    -9.3380e-03    -6.1037e-06     1.0363e-03    -5.1814e-07     4.6657e-02
 42.0        -1.6853     5.5987e-02    -9.3302e-03    -6.4186e-06     1.0477e-03    -5.2384e-07     4.6657e-02
 43.0        -1.6779     5.5979e-02    -9.3223e-03    -6.7446e-06     1.0592e-03    -5.2958e-07     4.6657e-02
 44.0        -1.6704     5.5972e-02    -9.3143e-03    -7.0820e-06     1.0707e-03    -5.3537e-07     4.6657e-02
 45.0        -1.6629     5.5963e-02    -9.3063e-03    -7.4310e-06     1.0824e-03    -5.4120e-07     4.6657e-02
 46.0        -1.6554     5.5955e-02    -9.2981e-03    -7.7918e-06     1.0942e-03    -5.4708e-07     4.6657e-02
 47.0        -1.6479     5.5947e-02    -9.2899e-03    -8.1647e-06     1.1060e-03    -5.5301e-07     4.6657e-02
 48.0        -1.6405     5.5939e-02    -9.2816e-03    -8.5499e-06     1.1179e-03    -5.5897e-07     4.6657e-02
 49.0        -1.6330     5.5930e-02    -9.2732e-03    -8.9477e-06     1.1300e-03    -5.6499e-07     4.6657e-02
 50.0        -1.6255     5.5922e-02    -9.2647e-03    -9.3582e-06     1.1421e-03    -5.7104e-07     4.6657e-02
 51.0        -1.6180     5.5913e-02    -9.2561e-03    -9.7818e-06     1.1543e-03    -5.7714e-07     4.6657e-02
 52.0        -1.6105     5.5905e-02    -9.2474e-03    -1.0219e-05     1.1666e-03    -5.8328e-07     4.6657e-02
 53.0        -1.6031     5.5896e-02    -9.2387e-03    -1.0669e-05     1.1789e-03    -5.8947e-07     4.6657e-02
 54.0        -1.5956     5.5887e-02    -9.2298e-03    -1.1133e-05     1.1914e-03    -5.9569e-07     4.6657e-02
 55.0        -1.5881     5.5878e-02    -9.2209e-03    -1.1611e-05     1.2039e-03    -6.0196e-07     4.6657e-02
 56.0        -1.5806     5.5869e-02    -9.2118e-03    -1.2103e-05     1.2165e-03    -6.0827e-07     4.6657e-02
 57.0        -1.5732     5.5860e-02    -9.2027e-03    -1.2609e-05     1.2292e-03    -6.1461e-07     4.6657e-02
 58.0        -1.5657     5.5851e-02    -9.1934e-03    -1.3130e-05     1.2420e-03    -6.2100e-07     4.6657e-02
 59.0        -1.5582     5.5841e-02    -9.1841e-03    -1.3666e-05     1.2549e-03    -6.2743e-07     4.6657e-02
 60.0        -1.5507     5.5832e-02    -9.1747e-03    -1.4217e-05     1.2678e-03    -6.3389e-07     4.6657e-02
 61.0        -1.5433     5.5822e-02    -9.1652e-03    -1.4783e-05     1.2808e-03    -6.4040e-07     4.6657e-02
 62.0        -1.5358     5.5813e-02    -9.1555e-03    -1.5364e-05     1.2939e-03    -6.4694e-07     4.6657e-02
 63.0        -1.5283     5.5803e-02    -9.1458e-03    -1.5961e-05     1.3070e-03    -6.5352e-07     4.6657e-02
 64.0        -1.5209     5.5793e-02    -9.1360e-03    -1.6573e-05     1.3203e-03    -6.6013e-07     4.6657e-02
 65.0        -1.5134     5.5783e-02    -9.1261e-03    -1.7202e-05     1.3336e-03    -6.6678e-07     4.6657e-02
 66.0        -1.5059     5.5773e-02    -9.1161e-03    -1.7846e-05     1.3469e-03    -6.7346e-07     4.6657e-02
 67.0        -1.4985     5.5763e-02    -9.1060e-03    -1.8506e-05     1.3604e-03    -6.8018e-07     4.6657e-02
 68.0        -1.4910     5.5753e-02    -9.0958e-03    -1.9183e-05     1.3739e-03    -6.8693e-07     4.6657e-02
 69.0        -1.4835     5.5743e-02    -9.0855e-03    -1.9876e-05     1.3874e-03    -6.9371e-07     4.6657e-02
 70.0        -1.4761     5.5732e-02    -9.0751e-03    -2.0586e-05     1.4011e-03    -7.0053e-07     4.6657e-02
 71.0        -1.4686     5.5722e-02    -9.0645e-03    -2.1312e-05     1.4147e-03    -7.0737e-07     4.6657e-02
 72.0        -1.4611     5.5711e-02    -9.0539e-03    -2.2055e-05     1.4285e-03    -7.1424e-07     4.6657e-02
 73.0        -1.4537     5.5700e-02    -9.0432e-03    -2.2815e-05     1.4423e-03    -7.2115e-07     4.6657e-02
 74.0        -1.4462     5.5690e-02    -9.0324e-03    -2.3591e-05     1.4562e-03    -7.2808e-07     4.6657e-02
 75.0        -1.4387     5.5679e-02    -9.0215e-03    -2.4385e-05     1.4701e-03    -7.3503e-07     4.6657e-02
 76.0        -1.4313     5.5668e-02    -9.0105e-03    -2.5195e-05     1.4840e-03    -7.4202e-07     4.6657e-02
 77.0        -1.4238     5.5657e-02    -8.9993e-03    -2.6023e-05     1.4981e-03    -7.4903e-07     4.6657e-02
 78.0        -1.4164     5.5645e-02    -8.9881e-03    -2.6867e-05     1.5121e-03    -7.5606e-07     4.6657e-02
 79.0        -1.4089     5.5634e-02    -8.9768e-03    -2.7728e-05     1.5262e-03    -7.6311e-07     4.6657e-02
 80.0        -1.4014     5.5623e-02    -8.9653e-03    -2.8606e-05     1.5404e-03    -7.7019e-07     4.6657e-02
 81.0        -1.3940     5.5611e-02    -8.9538e-03    -2.9501e-05     1.5546e-03    -7.7729e-07     4.6657e-02
 82.0        -1.3865     5.5599e-02    -8.9422e-03    -3.0413e-05     1.5688e-03    -7.8441e-07     4.6657e-02
 83.0        -1.3791     5.5588e-02    -8.9304e-03    -3.1342e-05     1.5831e-03    -7.9154e-07     4.6657e-02
 84.0        -1.3716     5.5576e-02    -8.9186e-03    -3.2287e-05     1.5974e-03    -7.9870e-07     4.6657e-02
 85.0        -1.3642     5.5564e-02    -8.9066e-03    -3.3248e-05     1.6117e-03    -8.0587e-07     4.6657e-02
 86.0        -1.3567     5.5552e-02    -8.8945e-03    -3.4226e-05     1.6261e-03    -8.1306e-07     4.6657e-02
 87.0        -1.3493     5.5540e-02    -8.8824e-03    -3.5220e-05     1.6405e-03    -8.2026e-07     4.6657e-02
 88.0        -1.3418     5.5527e-02    -8.8701e-03    -3.6230e-05     1.6550e-03    -8.2748e-07     4.6657e-02
 89.0        -1.3343     5.5515e-02    -8.8577e-03    -3.7256e-05     1.6694e-03    -8.3471e-07     4.6657e-02
 90.0        -1.3269     5.5502e-02    -8.8452e-03    -3.8298e-05     1.6839e-03    -8.4195e-07     4.6657e-02
 91.0        -1.3194     5.5490e-02    -8.8326e-03    -3.9354e-05     1.6984e-03    -8.4920e-07     4.6657e-02
 92.0        -1.3120     5.5477e-02    -8.8199e-03    -4.0426e-05     1.7129e-03    -8.5646e-07     4.6657e-02
 93.0        -1.3046     5.5464e-02    -8.8071e-03    -4.1512e-05     1.7275e-03    -8.6373e-07     4.6657e-02
 94.0        -1.2971     5.5451e-02    -8.7942e-03    -4.2613e-05     1.7420e-03    -8.7101e-07     4.6657e-02
 95.0        -1.2897     5.5438e-02    -8.7811e-03    -4.3728e-05     1.7566e-03    -8.7829e-07     4.6657e-02
 96.0        -1.2822     5.5425e-02    -8.7680e-03    -4.4856e-05     1.7712e-03    -8.8558e-07     4.6657e-02
 97.0        -1.2748     5.5412e-02    -8.7548e-03    -4.5997e-05     1.7858e-03    -8.9288e-07     4.6657e-02
 98.0        -1.2673     5.5399e-02    -8.7414e-03    -4.7152e-05     1.8004e-03    -9.0018e-07     4.6657e-02
 99.0        -1.2599     5.5385e-02    -8.7280e-03    -4.8318e-05     1.8150e-03    -9.0748e-07     4.6657e-02
100.0        -1.2524     5.5372e-02    -8.7144e-03    -4.9496e-05     1.8296e-03    -9.1478e-07     4.6657e-02
101.0        -1.2450     5.5358e-02    -8.7007e-03    -5.0686e-05     1.8442e-03    -9.2208e-07     4.6657e-02
102.0        -1.2376     5.5344e-02    -8.6870e-03    -5.1886e-05     1.8588e-03    -9.2939e-07     4.6657e-02
103.0        -1.2301     5.5330e-02    -8.6731e-03    -5.3096e-05     1.8734e-03    -9.3669e-07     4.6657e-02
104.0        -1.2227     5.5316e-02    -8.6591e-03    -5.4315e-05     1.8880e-03    -9.4399e-07     4.6657e-02
105.0        -1.2152     5.5302e-02    -8.6450e-03    -5.5544e-05     1.9026e-03    -9.5129e-07     4.6657e-02
106.0        -1.2078     5.5288e-02    -8.6308e-03    -5.6780e-05     1.9172e-03    -9.5859e-07     4.6657e-02
107.0        -1.2004     5.5274e-02    -8.6165e-03    -5.8024e-05     1.9318e-03    -9.6589e-07     4.6657e-02
108.0        -1.1929     5.5259e-02    -8.6021e-03    -5.9274e-05     1.9464e-03    -9.7318e-07     4.6657e-02
109.0        -1.1855     5.5245e-02    -8.5876e-03    -6.0531e-05     1.9609e-03    -9.8046e-07     4.6657e-02
110.0        -1.1781     5.5230e-02    -8.5729e-03    -6.1792e-05     1.9755e-03    -9.8774e-07     4.6657e-02
111.0        -1.1706     5.5215e-02    -8.5582e-03    -6.3057e-05     1.9900e-03    -9.9502e-07     4.6657e-02
112.0        -1.1632     5.5201e-02    -8.5433e-03    -6.4326e-05     2.0046e-03    -1.0023e-06     4.6657e-02
113.0        -1.1558     5.5186e-02    -8.5284e-03    -6.5597e-05     2.0191e-03    -1.0095e-06     4.6657e-02
114.0        -1.1484     5.5171e-02    -8.5133e-03    -6.6870e-05     2.0336e-03    -1.0168e-06     4.6657e-02
115.0        -1.1409     5.5155e-02    -8.4982e-03    -6.8143e-05     2.0481e-03    -1.0241e-06     4.6657e-02
116.0        -1.1335     5.5140e-02    -8.4829e-03    -6.9415e-05     2.0626e-03    -1.0313e-06     4.6657e-02
117.0        -1.1261     5.5125e-02    -8.4676e-03    -7.0686e-05     2.0771e-03    -1.0385e-06     4.6657e-02
118.0        -1.1187     5.5109e-02    -8.4521e-03    -7.1954e-05     2.0915e-03    -1.0458e-06     4.6657e-02
119.0        -1.1112     5.5094e-02    -8.4365e-03    -7.3219e-05     2.1060e-03    -1.0530e-06     4.6657e-02
120.0        -1.1038     5.5078e-02    -8.4208e-03    -7.4478e-05     2.1204e-03    -1.0602e-06     4.6657e-02
121.0        -1.0964     5.5062e-02    -8.4050e-03    -7.5731e-05     2.1348e-03    -1.0674e-06     4.6657e-02
122.0        -1.0890     5.5046e-02    -8.3891e-03    -7.6977e-05     2.1492e-03    -1.0746e-06     4.6657e-02
123.0        -1.0816     5.5030e-02    -8.3731e-03    -7.8215e-05     2.1636e-03    -1.0818e-06     4.6657e-02
124.0        -1.0741     5.5014e-02    -8.3570e-03    -7.9442e-05     2.1780e-03    -1.0890e-06     4.6657e-02
125.0        -1.0667     5.4998e-02    -8.3408e-03    -8.0659e-05     2.1924e-03    -1.0962e-06     4.6657e-02
126.0        -1.0593     5.4982e-02    -8.3245e-03    -8.1863e-05     2.2067e-03    -1.1034e-06     4.6657e-02
127.0        -1.0519     5.4965e-02    -8.3081e-03    -8.3053e-05     2.2211e-03    -1.1105e-06     4.6657e-02
128.0        -1.0445     5.4949e-02    -8.2916e-03    -8.4228e-05     2.2354e-03    -1.1177e-06     4.6657e-02
129.0        -1.0371     5.4932e-02    -8.2750e-03    -8.5387e-05     2.2498e-03    -1.1249e-06     4.6657e-02
130.0        -1.0296     5.4915e-02    -8.2582e-03    -8.6528e-05     2.2641e-03    -1.1321e-06     4.6657e-02
131.0        -1.0222     5.4899e-02    -8.2414e-03    -8.7649e-05     2.2785e-03    -1.1392e-06     4.6657e-02
132.0        -1.0148     5.4882e-02    -8.2245e-03    -8.8750e-05     2.2929e-03    -1.1464e-06     4.6657e-02
133.0        -1.0074     5.4865e-02    -8.2074e-03    -8.9828e-05     2.3072e-03    -1.1536e-06     4.6657e-02
134.0        -1.0000     5.4847e-02    -8.1903e-03    -9.0882e-05     2.3216e-03    -1.1608e-06     4.6657e-02
135.0        -0.9926     5.4830e-02    -8.1731e-03    -9.1912e-05     2.3360e-03    -1.1680e-06     4.6657e-02
136.0        -0.9852     5.4813e-02    -8.1557e-03    -9.2914e-05     2.3504e-03    -1.1752e-06     4.6657e-02
137.0        -0.9778     5.4795e-02    -8.1382e-03    -9.3888e-05     2.3648e-03    -1.1824e-06     4.6657e-02
138.0        -0.9704     5.4778e-02    -8.1207e-03    -9.4832e-05     2.3793e-03    -1.1896e-06     4.6657e-02
139.0        -0.9630     5.4760e-02    -8.1030e-03    -9.5744e-05     2.3937e-03    -1.1969e-06     4.6657e-02
140.0        -0.9556     5.4742e-02    -8.0853e-03    -9.6624e-05     2.4083e-03    -1.2041e-06     4.6657e-02
141.0        -0.9482     5.4725e-02    -8.0674e-03    -9.7469e-05     2.4228e-03    -1.2114e-06     4.6657e-02
142.0        -0.9408     5.4707e-02    -8.0494e-03    -9.8277e-05     2.4374e-03    -1.2187e-06     4.6657e-02
143.0        -0.9334     5.4689e-02    -8.0313e-03    -9.9048e-05     2.4520e-03    -1.2260e-06     4.6657e-02
144.0        -0.9260     5.4670e-02    -8.0131e-03    -9.9780e-05     2.4667e-03    -1.2334e-06     4.6657e-02
145.0        -0.9186     5.4652e-02    -7.9949e-03    -1.0047e-04     2.4815e-03    -1.2407e-06     4.6657e-02
146.0        -0.9112     5.4634e-02    -7.9765e-03    -1.0112e-04     2.4963e-03    -1.2482e-06     4.6657e-02
147.0        -0.9038     5.4615e-02    -7.9580e-03    -1.0172e-04     2.5112e-03    -1.2556e-06     4.6657e-02
148.0        -0.8965     5.4597e-02    -7.9393e-03    -1.0228e-04     2.5262e-03    -1.2631e-06     4.6657e-02
149.0        -0.8891     5.4578e-02    -7.9206e-03    -1.0279e-04     2.5412e-03    -1.2706e-06     4.6657e-02
150.0        -0.8817     5.4559e-02    -7.9018e-03    -1.0326e-04     2.5563e-03    -1.2782e-06     4.6657e-02
151.0        -0.8743     5.4540e-02    -7.8829e-03    -1.0367e-04     2.5716e-03    -1.2858e-06     4.6657e-02
152.0        -0.8669     5.4521e-02    -7.8638e-03    -1.0403e-04     2.5869e-03    -1.2934e-06     4.6657e-02
153.0        -0.8595     5.4502e-02    -7.8447e-03    -1.0434e-04     2.6023e-03    -1.3012e-06     4.6657e-02
154.0        -0.8521     5.4483e-02    -7.8254e-03    -1.0460e-04     2.6179e-03    -1.3089e-06     4.6657e-02
155.0        -0.8448     5.4463e-02    -7.8060e-03    -1.0480e-04     2.6335e-03    -1.3168e-06     4.6657e-02
156.0        -0.8374     5.4444e-02    -7.7865e-03    -1.0494e-04     2.6493e-03    -1.3247e-06     4.6657e-02
157.0        -0.8300     5.4424e-02    -7.7669e-03    -1.0503e-04     2.6653e-03    -1.3326e-06     4.6657e-02
158.0        -0.8226     5.4404e-02    -7.7472e-03    -1.0506e-04     2.6814e-03    -1.3407e-06     4.6657e-02
159.0        -0.8153     5.4385e-02    -7.7274e-03    -1.0502e-04     2.6976e-03    -1.3488e-06     4.6657e-02
160.0        -0.8079     5.4365e-02    -7.7074e-03    -1.0493e-04     2.7140e-03    -1.3570e-06     4.6657e-02
161.0        -0.8005     5.4345e-02    -7.6873e-03    -1.0477e-04     2.7306e-03    -1.3653e-06     4.6657e-02
162.0        -0.7931     5.4324e-02    -7.6671e-03    -1.0455e-04     2.7473e-03    -1.3736e-06     4.6657e-02
163.0        -0.7858     5.4304e-02    -7.6468e-03    -1.0427e-04     2.7642e-03    -1.3821e-06     4.6657e-02
164.0        -0.7784     5.4284e-02    -7.6264e-03    -1.0392e-04     2.7813e-03    -1.3907e-06     4.6657e-02
165.0        -0.7710     5.4263e-02    -7.6059e-03    -1.0351e-04     2.7986e-03    -1.3993e-06     4.6657e-02
166.0        -0.7637     5.4242e-02    -7.5852e-03    -1.0303e-04     2.8162e-03    -1.4081e-06     4.6657e-02
167.0        -0.7563     5.4222e-02    -7.5644e-03    -1.0249e-04     2.8339e-03    -1.4169e-06     4.6657e-02
168.0        -0.7489     5.4201e-02    -7.5434e-03    -1.0187e-04     2.8519e-03    -1.4259e-06     4.6657e-02
169.0        -0.7416     5.4180e-02    -7.5224e-03    -1.0120e-04     2.8700e-03    -1.4350e-06     4.6657e-02
170.0        -0.7342     5.4158e-02    -7.5012e-03    -1.0045e-04     2.8885e-03    -1.4442e-06     4.6657e-02
171.0        -0.7269     5.4137e-02    -7.4799e-03    -9.9638e-05     2.9071e-03    -1.4536e-06     4.6657e-02
172.0        -0.7195     5.4116e-02    -7.4584e-03    -9.8759e-05     2.9260e-03    -1.4630e-06     4.6657e-02
173.0        -0.7121     5.4094e-02    -7.4368e-03    -9.7813e-05     2.9452e-03    -1.4726e-06     4.6657e-02
174.0        -0.7048     5.4072e-02    -7.4151e-03    -9.6801e-05     2.9646e-03    -1.4823e-06     4.6657e-02
175.0        -0.6974     5.4050e-02    -7.3932e-03    -9.5724e-05     2.9843e-03    -1.4922e-06     4.6657e-02
176.0        -0.6901     5.4028e-02    -7.3712e-03    -9.4582e-05     3.0043e-03    -1.5022e-06     4.6657e-02
177.0        -0.6827     5.4006e-02    -7.3490e-03    -9.3376e-05     3.0246e-03    -1.5123e-06     4.6657e-02
178.0        -0.6754     5.3984e-02    -7.3267e-03    -9.2108e-05     3.0451e-03    -1.5225e-06     4.6657e-02
179.0        -0.6680     5.3961e-02    -7.3043e-03    -9.0778e-05     3.0659e-03    -1.5330e-06     4.6657e-02
180.0        -0.6607     5.3939e-02    -7.2817e-03    -8.9389e-05     3.0870e-03    -1.5435e-06     4.6657e-02
181.0        -0.6534     5.3916e-02    -7.2590e-03    -8.7942e-05     3.1085e-03    -1.5542e-06     4.6657e-02
182.0        -0.6460     5.3893e-02    -7.2361e-03    -8.6438e-05     3.1302e-03    -1.5651e-06     4.6657e-02
183.0        -0.6387     5.3870e-02    -7.2130e-03    -8.4881e-05     3.1522e-03    -1.5761e-06     4.6657e-02
184.0        -0.6313     5.3847e-02    -7.1898e-03    -8.3273e-05     3.1745e-03    -1.5873e-06     4.6657e-02
185.0        -0.6240     5.3824e-02    -7.1664e-03    -8.1617e-05     3.1971e-03    -1.5986e-06     4.6657e-02
186.0        -0.6167     5.3800e-02    -7.1429e-03    -7.9915e-05     3.2200e-03    -1.6100e-06     4.6657e-02
187.0        -0.6093     5.3776e-02    -7.1192e-03    -7.8171e-05     3.2433e-03    -1.6216e-06     4.6657e-02
188.0        -0.6020     5.3752e-02    -7.0953e-03    -7.6389e-05     3.2668e-03    -1.6334e-06     4.6657e-02
189.0        -0.5947     5.3728e-02    -7.0713e-03    -7.4573e-05     3.2906e-03    -1.6453e-06     4.6657e-02
190.0        -0.5873     5.3704e-02    -7.0471e-03    -7.2727e-05     3.3147e-03    -1.6574e-06     4.6657e-02
191.0        -0.5800     5.3680e-02    -7.0227e-03    -7.0856e-05     3.3391e-03    -1.6695e-06     4.6657e-02
192.0        -0.5727     5.3655e-02    -6.9981e-03    -6.8966e-05     3.3638e-03    -1.6819e-06     4.6657e-02
193.0        -0.5654     5.3631e-02    -6.9734e-03    -6.7061e-05     3.3887e-03    -1.6944e-06     4.6657e-02
194.0        -0.5580     5.3606e-02    -6.9485e-03    -6.5149e-05     3.4139e-03    -1.7070e-06     4.6657e-02
195.0        -0.5507     5.3581e-02    -6.9234e-03    -6.3235e-05     3.4394e-03    -1.7197e-06     4.6657e-02
196.0        -0.5434     5.3555e-02    -6.8981e-03    -6.1328e-05     3.4651e-03    -1.7325e-06     4.6657e-02
197.0        -0.5361     5.3530e-02    -6.8727e-03    -5.9434e-05     3.4910e-03    -1.7455e-06     4.6657e-02
198.0        -0.5288     5.3504e-02    -6.8471e-03    -5.7563e-05     3.5171e-03    -1.7586e-06     4.6657e-02
199.0        -0.5214     5.3478e-02    -6.8212e-03    -5.5723e-05     3.5435e-03    -1.7717e-06     4.6657e-02
200.0        -0.5141     5.3452e-02    -6.7952e-03    -5.3923e-05     3.5700e-03    -1.7850e-06     4.6657e-02
201.0        -0.5068     5.3426e-02    -6.7690e-03    -5.2175e-05     3.5966e-03    -1.7983e-06     4.6657e-02
202.0        -0.4995     5.3400e-02    -6.7427e-03    -5.0489e-05     3.6234e-03    -1.8117e-06     4.6657e-02
203.0        -0.4922     5.3373e-02    -6.7161e-03    -4.8878e-05     3.6503e-03    -1.8252e-06     4.6657e-02
204.0        -0.4849     5.3346e-02    -6.6893e-03    -4.7354e-05     3.6773e-03    -1.8387e-06     4.6657e-02
205.0        -0.4776     5.3320e-02    -6.6624e-03    -4.5931e-05     3.7043e-03    -1.8522e-06     4.6657e-02
206.0        -0.4703     5.3292e-02    -6.6352e-03    -4.4625e-05     3.7314e-03    -1.8657e-06     4.6657e-02
207.0        -0.4630     5.3265e-02    -6.6079e-03    -4.3451e-05     3.7584e-03    -1.8792e-06     4.6657e-02
208.0        -0.4557     5.3238e-02    -6.5804e-03    -4.2426e-05     3.7854e-03    -1.8927e-06     4.6657e-02
209.0        -0.4484     5.3210e-02    -6.5526e-03    -4.1570e-05     3.8122e-03    -1.9061e-06     4.6657e-02
210.0        -0.4411     5.3182e-02    -6.5247e-03    -4.0901e-05     3.8390e-03    -1.9195e-06     4.6657e-02
211.0        -0.4338     5.3154e-02    -6.4967e-03    -4.0441e-05     3.8655e-03    -1.9327e-06     4.6657e-02
212.0        -0.4265     5.3126e-02    -6.4684e-03    -4.0212e-05     3.8918e-03    -1.9459e-06     4.6657e-02
213.0        -0.4192     5.3097e-02    -6.4399e-03    -4.0239e-05     3.9178e-03    -1.9589e-06     4.6657e-02
214.0        -0.4120     5.3068e-02    -6.4113e-03    -4.0549e-05     3.9435e-03    -1.9717e-06     4.6657e-02
215.0        -0.4047     5.3040e-02    -6.3825e-03    -4.1168e-05     3.9687e-03    -1.9843e-06     4.6657e-02
216.0        -0.3974     5.3011e-02    -6.3535e-03    -4.2128e-05     3.9935e-03    -1.9967e-06     4.6657e-02
217.0        -0.3901     5.2981e-02    -6.3243e-03    -4.3460e-05     4.0177e-03    -2.0088e-06     4.6657e-02
218.0        -0.3828     5.2952e-02    -6.2950e-03    -4.5198e-05     4.0413e-03    -2.0206e-06     4.6657e-02
219.0        -0.3756     5.2923e-02    -6.2655e-03    -4.7380e-05     4.0642e-03    -2.0321e-06     4.6657e-02
220.0        -0.3683     5.2893e-02    -6.2359e-03    -5.0044e-05     4.0863e-03    -2.0431e-06     4.6657e-02
221.0        -0.3610     5.2863e-02    -6.2061e-03    -5.3234e-05     4.1075e-03    -2.0537e-06     4.6657e-02
222.0        -0.3537     5.2833e-02    -6.1761e-03    -5.6994e-05     4.1277e-03    -2.0639e-06     4.6657e-02
223.0        -0.3465     5.2803e-02    -6.1461e-03    -6.1371e-05     4.1469e-03    -2.0735e-06     4.6657e-02
224.0        -0.3392     5.2773e-02    -6.1159e-03    -6.6419e-05     4.1649e-03    -2.0825e-06     4.6657e-02
225.0        -0.3319     5.2743e-02    -6.0856e-03    -7.2191e-05     4.1817e-03    -2.0908e-06     4.6657e-02
226.0        -0.3247     5.2712e-02    -6.0551e-03    -7.8747e-05     4.1970e-03    -2.0985e-06     4.6657e-02
